user_id,content_id,watch_time_min,rating,watch_date
U0058,C175,41,2,2025-05-03 16:09:51.064878
U0058,C122,132,4,2025-03-14 16:09:51.064896
U0058,C044,141,4,2025-02-18 16:09:51.064912
U0058,C031,179,1,2025-10-24 16:09:51.064928
U0058,C030,167,4,2025-05-30 16:09:51.064946
U0058,C100,84,3,2026-01-23 16:09:51.064962
U0059,C143,103,2,2026-01-21 16:09:51.064980
U0059,C037,102,1,2026-01-03 16:09:51.064996
U0059,C114,34,5,2026-01-23 16:09:51.065012
U0059,C051,102,2,2025-02-27 16:09:51.065028
U0059,C036,25,1,2025-07-06 16:09:51.065045
U0059,C187,94,5,2025-07-12 16:09:51.065061
U0059,C082,68,3,2025-09-23 16:09:51.065077
U0059,C110,112,2,2025-10-06 16:09:51.065092
U0059,C173,136,3,2026-01-27 16:09:51.065109
U0059,C185,166,1,2025-12-29 16:09:51.065127
U0059,C039,19,1,2026-02-03 16:09:51.065145
U0059,C157,123,5,2025-07-17 16:09:51.065161
U0059,C125,164,3,2026-01-13 16:09:51.065177
U0059,C099,132,3,2025-10-15 16:09:51.065196
U0059,C198,174,5,2025-03-19 16:09:51.065213
U0059,C173,122,1,2025-06-06 16:09:51.065229
U0059,C103,132,3,2025-03-04 16:09:51.065245
U0059,C036,97,2,2025-08-07 16:09:51.065261
U0059,C103,142,3,2025-08-08 16:09:51.065277
U0059,C145,110,1,2025-07-25 16:09:51.065293
U0059,C190,32,1,2025-08-06 16:09:51.065308
U0059,C162,71,3,2025-04-18 16:09:51.065324
U0059,C162,150,2,2025-06-20 16:09:51.065341
U0059,C044,94,4,2025-04-05 16:09:51.065357
U0059,C178,146,3,2025-03-31 16:09:51.065373
U0059,C131,14,2,2026-01-01 16:09:51.065390
U0059,C163,126,5,2025-11-02 16:09:51.065407
U0059,C015,54,5,2025-12-21 16:09:51.065422
U0059,C076,15,4,2026-01-10 16:09:51.065438
U0059,C059,141,4,2025-04-22 16:09:51.065454
U0059,C141,7,5,2025-03-09 16:09:51.065471
U0059,C086,163,4,2025-04-13 16:09:51.065488
U0059,C134,149,2,2026-02-05 16:09:51.065504
U0060,C129,175,5,2025-06-09 16:09:51.065521
U0060,C151,149,5,2025-03-09 16:09:51.065537
U0060,C090,75,3,2025-04-11 16:09:51.065553
U0060,C113,65,4,2025-10-02 16:09:51.065569
U0060,C036,95,3,2025-11-02 16:09:51.065586
U0060,C118,105,4,2025-04-18 16:09:51.065603
U0060,C062,134,2,2025-03-01 16:09:51.065620
U0060,C177,115,2,2025-12-28 16:09:51.065636
U0060,C062,140,5,2025-11-30 16:09:51.065652
U0060,C058,17,4,2025-09-27 16:09:51.065669
U0060,C123,143,2,2025-05-05 16:09:51.065686
U0060,C109,43,5,2025-03-15 16:09:51.065704
U0060,C185,46,2,2025-07-04 16:09:51.065720
U0060,C134,15,1,2025-06-30 16:09:51.065737
U0060,C021,155,4,2026-01-29 16:09:51.065753
U0060,C029,83,1,2025-09-11 16:09:51.065771
U0060,C075,76,4,2025-04-26 16:09:51.065787
U0060,C004,102,5,2025-02-22 16:09:51.065805
U0060,C018,55,4,2026-01-28 16:09:51.065822
U0060,C083,173,5,2025-04-19 16:09:51.065840
U0060,C166,158,2,2025-02-28 16:09:51.065861
U0060,C167,67,2,2025-05-24 16:09:51.065878
U0060,C117,151,4,2025-02-26 16:09:51.065894
U0060,C114,114,3,2025-12-14 16:09:51.065912
U0060,C161,121,4,2025-10-22 16:09:51.065928
U0060,C029,175,5,2025-03-04 16:09:51.065945
U0060,C108,83,3,2025-03-18 16:09:51.065961
U0060,C186,21,3,2025-08-21 16:09:51.065977
U0060,C061,104,1,2025-02-14 16:09:51.065993
U0060,C163,126,4,2025-04-04 16:09:51.066010
U0060,C078,44,2,2025-10-03 16:09:51.066027
U0060,C059,64,1,2025-09-16 16:09:51.066042
U0060,C031,103,5,2025-07-11 16:09:51.066059
U0060,C129,74,2,2026-01-24 16:09:51.066076
U0060,C100,99,4,2025-07-26 16:09:51.066093
U0060,C097,88,3,2025-03-08 16:09:51.066110
U0060,C097,40,1,2025-09-14 16:09:51.066126
U0060,C099,165,1,2025-07-17 16:09:51.066142
U0060,C113,92,3,2025-12-31 16:09:51.066159
U0060,C146,165,5,2026-01-20 16:09:51.066176
U0060,C066,56,4,2025-11-22 16:09:51.066192
U0060,C181,78,2,2025-07-29 16:09:51.066209
U0060,C152,159,1,2025-04-14 16:09:51.066225
U0060,C165,74,2,2025-10-14 16:09:51.066241
U0060,C002,121,3,2025-03-27 16:09:51.066258
U0060,C065,154,3,2025-12-30 16:09:51.066276
U0060,C026,164,1,2025-08-07 16:09:51.066294
U0060,C024,77,3,2025-09-24 16:09:51.066310
U0060,C057,34,3,2025-04-25 16:09:51.066327
U0060,C079,86,3,2025-04-28 16:09:51.066345
U0060,C145,114,3,2025-08-01 16:09:51.066361
U0060,C169,119,1,2026-01-04 16:09:51.066377
U0060,C066,37,1,2025-11-27 16:09:51.066393
U0060,C090,82,4,2025-11-28 16:09:51.066409
U0060,C088,171,5,2025-12-11 16:09:51.066425
U0060,C052,114,1,2025-02-13 16:09:51.066441
U0061,C083,77,2,2025-12-09 16:09:51.066458
U0061,C198,113,4,2025-08-29 16:09:51.066475
U0061,C139,133,2,2025-05-13 16:09:51.066491
U0061,C162,63,1,2025-08-03 16:09:51.066507
U0061,C043,176,1,2025-08-18 16:09:51.066523
U0061,C045,52,2,2026-01-28 16:09:51.066540
U0061,C071,71,5,2025-05-28 16:09:51.066557
U0061,C096,156,1,2026-01-15 16:09:51.066573
U0061,C079,67,5,2025-03-31 16:09:51.066589
U0061,C011,34,1,2025-03-02 16:09:51.066605
U0061,C200,103,1,2025-10-22 16:09:51.066622
U0061,C192,125,3,2025-07-17 16:09:51.066639
U0061,C091,109,3,2025-07-12 16:09:51.066656
U0061,C031,54,2,2026-02-06 16:09:51.066672
U0061,C035,129,4,2025-05-26 16:09:51.066689
U0061,C145,156,3,2025-10-19 16:09:51.066705
U0061,C092,97,4,2025-12-07 16:09:51.066721
U0061,C072,5,1,2025-10-17 16:09:51.066738
U0061,C036,29,4,2025-08-26 16:09:51.066754
U0061,C045,100,4,2025-02-17 16:09:51.066771
U0061,C026,126,5,2026-01-20 16:09:51.066788
U0061,C043,45,3,2025-03-07 16:09:51.066806
U0061,C078,29,2,2025-03-23 16:09:51.066833
U0061,C175,161,4,2025-10-26 16:09:51.066854
U0061,C106,157,3,2025-12-02 16:09:51.066870
U0061,C138,146,3,2025-05-25 16:09:51.066886
U0061,C004,122,3,2026-02-09 16:09:51.066904
U0061,C130,149,4,2025-04-14 16:09:51.066921
U0061,C145,180,5,2025-10-18 16:09:51.066938
U0061,C021,155,3,2025-06-29 16:09:51.066955
U0061,C133,102,1,2025-08-17 16:09:51.066971
U0061,C084,17,5,2025-09-24 16:09:51.066988
U0061,C082,91,3,2025-07-26 16:09:51.067004
U0061,C029,78,5,2025-11-03 16:09:51.067021
U0061,C138,80,5,2025-02-25 16:09:51.067037
U0061,C116,18,5,2025-08-25 16:09:51.067053
U0061,C169,86,2,2025-07-02 16:09:51.067069
U0061,C019,177,5,2025-03-07 16:09:51.067086
U0061,C029,35,3,2025-05-30 16:09:51.067102
U0061,C116,132,3,2025-04-29 16:09:51.067119
U0062,C014,138,2,2025-12-08 16:09:51.067138
U0062,C144,57,3,2025-07-25 16:09:51.067155
U0062,C047,75,3,2025-07-17 16:09:51.067171
U0062,C197,20,2,2025-12-02 16:09:51.067189
U0062,C148,37,4,2025-06-15 16:09:51.067207
U0062,C108,156,4,2025-12-29 16:09:51.067226
U0062,C050,114,2,2025-04-18 16:09:51.067243
U0062,C003,6,5,2025-02-21 16:09:51.067261
U0062,C192,43,1,2025-05-15 16:09:51.067278
U0062,C076,34,2,2025-09-09 16:09:51.067296
U0062,C145,101,2,2025-05-09 16:09:51.067315
U0062,C006,24,2,2025-04-08 16:09:51.067335
U0062,C023,123,1,2025-03-22 16:09:51.067352
U0062,C102,34,2,2025-03-10 16:09:51.067371
U0062,C131,69,1,2025-05-23 16:09:51.067388
U0062,C056,21,4,2025-04-05 16:09:51.067406
U0062,C071,49,3,2025-03-03 16:09:51.067424
U0062,C142,82,4,2025-09-11 16:09:51.067442
U0062,C035,56,1,2026-01-21 16:09:51.067459
U0062,C149,36,1,2025-06-19 16:09:51.067476
U0062,C029,175,4,2025-08-20 16:09:51.067493
U0062,C173,53,5,2025-11-28 16:09:51.067509
U0062,C006,81,3,2025-09-19 16:09:51.067525
U0062,C042,33,1,2026-01-08 16:09:51.067542
U0062,C083,111,2,2026-01-31 16:09:51.067560
U0062,C075,118,4,2025-03-25 16:09:51.067577
U0062,C061,110,4,2026-02-09 16:09:51.067594
U0062,C039,170,2,2025-02-14 16:09:51.067610
U0062,C069,126,1,2026-01-30 16:09:51.067626
U0062,C123,18,5,2025-11-26 16:09:51.067644
U0062,C154,170,2,2025-10-01 16:09:51.067661
U0062,C093,177,3,2025-05-22 16:09:51.067677
U0062,C116,14,1,2025-12-14 16:09:51.067694
U0062,C114,145,2,2026-01-10 16:09:51.067711
U0062,C152,117,5,2025-05-12 16:09:51.067728
U0062,C021,146,1,2025-04-11 16:09:51.067745
U0062,C124,131,2,2025-07-23 16:09:51.067762
U0062,C019,133,2,2025-04-28 16:09:51.067780
U0062,C156,40,1,2025-08-08 16:09:51.067797
U0062,C153,117,5,2025-06-17 16:09:51.067814
U0062,C085,5,4,2025-09-28 16:09:51.067831
U0062,C035,18,1,2025-06-02 16:09:51.067849
U0062,C183,144,1,2026-01-20 16:09:51.067866
U0062,C049,86,3,2025-02-13 16:09:51.067884
U0062,C092,113,5,2025-05-28 16:09:51.067902
U0062,C143,87,5,2025-11-20 16:09:51.067920
U0062,C052,74,5,2025-07-13 16:09:51.067937
U0062,C155,146,3,2025-11-29 16:09:51.067955
U0062,C190,114,2,2025-06-20 16:09:51.067973
U0062,C145,104,4,2025-03-11 16:09:51.067991
U0062,C029,127,1,2026-01-07 16:09:51.068009
U0062,C113,31,3,2025-03-02 16:09:51.068027
U0062,C156,16,4,2025-12-31 16:09:51.068045
U0062,C159,153,5,2025-10-20 16:09:51.068063
U0063,C016,134,4,2025-09-01 16:09:51.068081
U0063,C069,117,2,2025-11-22 16:09:51.068098
U0063,C151,116,2,2025-11-06 16:09:51.068115
U0063,C166,46,3,2025-10-10 16:09:51.068132
U0063,C186,25,4,2025-03-09 16:09:51.068151
U0063,C010,165,1,2025-12-31 16:09:51.068168
U0063,C169,119,4,2025-06-21 16:09:51.068186
U0063,C115,87,1,2025-09-29 16:09:51.068202
U0063,C044,143,1,2025-04-13 16:09:51.068220
U0063,C054,5,3,2025-08-29 16:09:51.068237
U0063,C089,125,1,2026-01-03 16:09:51.068255
U0063,C041,21,1,2025-08-03 16:09:51.068272
U0063,C168,76,5,2025-12-28 16:09:51.068290
U0063,C191,174,3,2025-05-03 16:09:51.068307
U0063,C038,102,4,2025-08-16 16:09:51.068324
U0063,C108,133,4,2025-02-14 16:09:51.068343
U0063,C050,13,3,2026-02-06 16:09:51.068360
U0063,C191,31,5,2025-05-11 16:09:51.068377
U0063,C024,153,1,2025-10-27 16:09:51.068395
U0063,C156,17,5,2025-04-06 16:09:51.068414
U0064,C154,106,5,2025-02-19 16:09:51.068432
U0064,C136,6,5,2025-11-03 16:09:51.068449
U0064,C011,16,1,2025-09-04 16:09:51.068466
U0064,C125,31,4,2025-10-04 16:09:51.068483
U0064,C027,19,5,2025-11-18 16:09:51.068500
U0064,C001,52,2,2025-06-13 16:09:51.068518
U0064,C067,91,3,2025-12-11 16:09:51.068535
U0064,C190,104,1,2025-10-11 16:09:51.068553
U0064,C096,26,2,2026-01-04 16:09:51.068571
U0064,C022,114,3,2026-02-08 16:09:51.068588
U0064,C078,137,2,2025-06-01 16:09:51.068605
U0064,C187,62,1,2026-02-04 16:09:51.068623
U0064,C026,33,1,2025-07-24 16:09:51.068639
U0064,C144,38,3,2025-10-22 16:09:51.068656
U0064,C160,23,4,2025-11-05 16:09:51.068673
U0064,C014,97,1,2025-08-24 16:09:51.068690
U0064,C159,5,1,2025-11-18 16:09:51.068707
U0064,C089,146,4,2026-01-12 16:09:51.068723
U0064,C067,59,4,2025-06-12 16:09:51.068739
U0064,C159,124,3,2025-02-15 16:09:51.068757
U0064,C139,122,3,2025-06-12 16:09:51.068777
U0064,C041,71,4,2025-09-10 16:09:51.068796
U0064,C116,69,3,2025-11-12 16:09:51.068812
U0064,C167,60,5,2025-11-21 16:09:51.068842
U0064,C083,100,3,2025-06-21 16:09:51.068860
U0064,C075,11,2,2025-11-21 16:09:51.068876
U0064,C021,69,3,2026-02-02 16:09:51.068893
U0064,C024,109,3,2025-08-09 16:09:51.068909
U0064,C067,170,2,2025-11-15 16:09:51.068926
U0064,C013,23,3,2025-11-05 16:09:51.068944
U0064,C191,100,4,2025-07-13 16:09:51.068961
U0064,C003,58,5,2025-11-04 16:09:51.068977
U0064,C187,20,5,2025-11-24 16:09:51.068993
U0064,C188,32,2,2025-09-14 16:09:51.069009
U0064,C038,115,1,2025-03-11 16:09:51.069026
U0064,C050,76,4,2025-09-23 16:09:51.069044
U0064,C031,169,5,2026-01-29 16:09:51.069062
U0064,C146,126,3,2025-05-07 16:09:51.069078
U0064,C021,131,5,2025-09-22 16:09:51.069096
U0064,C049,179,4,2025-05-09 16:09:51.069114
U0064,C192,163,2,2025-10-16 16:09:51.069131
U0064,C085,6,5,2025-09-01 16:09:51.069148
U0064,C132,130,4,2025-12-03 16:09:51.069165
U0064,C079,145,4,2025-08-10 16:09:51.069182
U0064,C194,45,3,2025-04-25 16:09:51.069200
U0064,C017,20,1,2025-10-19 16:09:51.069228
U0064,C017,102,5,2025-08-12 16:09:51.069265
U0064,C003,123,3,2025-08-01 16:09:51.069303
U0064,C035,81,5,2025-08-09 16:09:51.069342
U0064,C127,94,3,2026-01-25 16:09:51.069379
U0064,C200,84,2,2025-11-25 16:09:51.069416
U0064,C190,31,3,2025-12-04 16:09:51.069453
U0064,C128,177,4,2025-09-11 16:09:51.069489
U0064,C151,168,5,2026-01-24 16:09:51.069527
U0064,C019,115,2,2025-06-10 16:09:51.069566
U0064,C052,60,3,2025-07-18 16:09:51.069605
U0064,C061,154,5,2025-07-01 16:09:51.069643
U0064,C189,177,5,2025-11-21 16:09:51.069680
U0065,C137,128,2,2025-08-23 16:09:51.069722
U0065,C006,162,4,2025-06-12 16:09:51.069760
U0065,C074,47,1,2026-01-21 16:09:51.069799
U0065,C063,147,2,2025-11-13 16:09:51.069837
U0065,C003,87,5,2025-12-29 16:09:51.069874
U0065,C041,94,4,2025-02-26 16:09:51.069913
U0065,C009,62,1,2025-06-05 16:09:51.069952
U0065,C004,172,5,2025-12-26 16:09:51.069990
U0065,C168,79,4,2025-04-17 16:09:51.070026
U0065,C126,180,4,2025-03-16 16:09:51.070066
U0065,C175,174,5,2026-01-25 16:09:51.070110
U0065,C086,101,3,2025-10-30 16:09:51.070148
U0065,C131,5,5,2025-09-21 16:09:51.070185
U0065,C041,104,2,2025-12-11 16:09:51.070224
U0065,C133,19,3,2026-02-01 16:09:51.070262
U0065,C085,131,2,2025-09-14 16:09:51.070299
U0065,C013,57,3,2025-09-07 16:09:51.070336
U0065,C122,48,3,2026-01-16 16:09:51.070374
U0065,C061,101,2,2025-08-01 16:09:51.070413
U0065,C062,100,4,2025-12-25 16:09:51.070450
U0065,C147,108,4,2026-01-28 16:09:51.070487
U0065,C184,174,4,2026-02-02 16:09:51.070528
U0065,C024,72,2,2025-08-05 16:09:51.070566
U0065,C049,11,2,2025-09-14 16:09:51.070604
U0065,C034,45,3,2026-01-29 16:09:51.070641
U0065,C099,92,3,2025-08-03 16:09:51.070682
U0065,C091,30,3,2025-03-15 16:09:51.070720
U0065,C087,165,3,2025-06-19 16:09:51.070757
U0065,C139,147,4,2025-09-02 16:09:51.070795
U0065,C050,7,4,2026-01-09 16:09:51.070850
U0065,C085,168,5,2025-09-24 16:09:51.070898
U0065,C133,147,3,2026-01-04 16:09:51.070937
U0065,C192,79,1,2025-11-07 16:09:51.070975
U0065,C168,18,4,2025-07-13 16:09:51.071013
U0065,C149,158,5,2025-03-08 16:09:51.071050
U0065,C178,169,1,2025-06-01 16:09:51.071089
U0065,C050,180,1,2025-04-03 16:09:51.071126
U0065,C194,51,3,2026-01-06 16:09:51.071169
U0065,C085,113,1,2026-01-29 16:09:51.071206
U0065,C021,138,1,2025-07-10 16:09:51.071245
U0065,C076,81,4,2025-02-24 16:09:51.071287
U0065,C089,45,1,2025-12-27 16:09:51.071325
U0065,C170,125,1,2025-03-11 16:09:51.071363
U0065,C043,139,1,2026-01-05 16:09:51.071399
U0065,C082,51,5,2025-11-15 16:09:51.071436
U0065,C172,102,2,2025-07-16 16:09:51.071474
U0065,C167,64,5,2025-07-18 16:09:51.071510
U0065,C031,41,2,2025-04-05 16:09:51.071548
U0065,C102,162,5,2025-12-15 16:09:51.071588
U0065,C009,169,5,2025-06-23 16:09:51.071625
U0065,C122,38,4,2026-01-17 16:09:51.071660
U0065,C158,137,4,2025-08-11 16:09:51.071698
U0065,C100,124,2,2025-10-09 16:09:51.071734
U0065,C118,126,2,2025-08-23 16:09:51.071770
U0065,C120,103,2,2025-07-24 16:09:51.071807
U0065,C054,124,5,2025-03-10 16:09:51.071845
U0066,C011,21,5,2025-03-26 16:09:51.071884
U0066,C130,140,3,2025-07-07 16:09:51.071920
U0066,C112,51,2,2025-09-18 16:09:51.071956
U0066,C169,66,3,2025-11-20 16:09:51.072002
U0066,C133,132,5,2025-08-13 16:09:51.072602
U0066,C138,83,3,2025-06-24 16:09:51.072714
U0066,C073,138,3,2026-02-08 16:09:51.072785
U0066,C190,88,5,2025-04-22 16:09:51.072848
U0066,C080,109,2,2025-10-29 16:09:51.073001
U0066,C163,111,2,2025-12-16 16:09:51.073043
U0066,C068,168,3,2025-09-02 16:09:51.073063
U0066,C029,56,3,2025-06-27 16:09:51.073081
U0066,C026,116,3,2025-05-05 16:09:51.073097
U0066,C138,137,1,2025-07-08 16:09:51.073118
U0066,C026,41,5,2025-08-18 16:09:51.073142
U0066,C137,24,2,2025-07-29 16:09:51.073167
U0066,C079,27,1,2026-01-18 16:09:51.073192
U0066,C109,119,4,2025-06-10 16:09:51.073222
U0066,C022,107,2,2026-02-05 16:09:51.073246
U0066,C162,112,5,2025-12-25 16:09:51.073273
U0066,C165,157,3,2025-08-20 16:09:51.073297
U0066,C144,9,3,2025-06-30 16:09:51.073320
U0066,C144,142,2,2025-04-09 16:09:51.073344
U0066,C031,18,2,2025-04-11 16:09:51.073372
U0066,C126,20,2,2025-10-01 16:09:51.073396
U0066,C101,40,2,2025-04-10 16:09:51.073420
U0066,C186,173,4,2025-11-24 16:09:51.073445
U0066,C079,103,5,2025-08-16 16:09:51.073469
U0066,C057,125,2,2025-04-18 16:09:51.073494
U0066,C069,25,2,2026-01-08 16:09:51.073519
U0066,C199,57,3,2025-03-14 16:09:51.073543
U0066,C149,166,5,2025-08-31 16:09:51.073567
U0066,C153,44,3,2025-07-20 16:09:51.073591
U0066,C147,83,1,2025-09-26 16:09:51.073615
U0066,C152,155,4,2025-07-09 16:09:51.073638
U0066,C110,37,5,2025-02-17 16:09:51.073661
U0066,C174,143,3,2026-01-01 16:09:51.073687
U0066,C013,146,2,2025-07-22 16:09:51.073711
U0066,C073,138,5,2026-01-06 16:09:51.073734
U0066,C189,176,4,2025-12-01 16:09:51.073758
U0066,C138,14,3,2025-06-09 16:09:51.073783
U0066,C125,55,2,2025-06-20 16:09:51.073807
U0066,C157,17,2,2025-08-10 16:09:51.073832
U0066,C165,16,3,2025-10-16 16:09:51.073856
U0066,C089,78,2,2025-04-02 16:09:51.073881
U0066,C095,68,4,2025-06-14 16:09:51.073905
U0066,C152,37,5,2025-05-15 16:09:51.073930
U0066,C122,109,2,2025-09-16 16:09:51.073955
U0066,C025,32,2,2025-04-30 16:09:51.073979
U0066,C149,146,4,2026-01-08 16:09:51.074003
U0066,C025,105,3,2025-03-12 16:09:51.074027
U0066,C045,117,1,2025-12-13 16:09:51.074050
U0066,C046,159,3,2025-03-08 16:09:51.074075
U0066,C034,40,1,2025-02-10 16:09:51.074100
U0066,C110,59,4,2025-12-04 16:09:51.074124
U0066,C175,124,5,2025-11-16 16:09:51.074149
U0066,C100,11,4,2025-03-30 16:09:51.074172
U0067,C143,144,5,2025-05-11 16:09:51.074201
U0067,C159,67,5,2025-09-03 16:09:51.074224
U0067,C090,73,3,2025-04-10 16:09:51.074240
U0067,C109,43,3,2025-05-06 16:09:51.074255
U0067,C176,143,2,2025-07-31 16:09:51.074272
U0067,C145,146,2,2025-11-17 16:09:51.074287
U0067,C026,40,3,2025-09-12 16:09:51.074303
U0067,C109,138,5,2025-12-07 16:09:51.074318
U0067,C118,40,1,2025-09-09 16:09:51.074335
U0067,C116,140,5,2025-07-18 16:09:51.074351
U0067,C087,48,3,2025-07-01 16:09:51.074367
U0067,C079,135,4,2025-03-11 16:09:51.074383
U0067,C077,138,2,2026-01-06 16:09:51.074400
U0067,C172,34,5,2025-10-09 16:09:51.074416
U0067,C002,103,2,2025-02-15 16:09:51.074432
U0067,C111,74,2,2025-11-10 16:09:51.074448
U0067,C171,57,2,2025-06-12 16:09:51.074466
U0067,C153,35,3,2025-03-29 16:09:51.074483
U0067,C020,94,3,2025-03-06 16:09:51.074499
U0067,C087,155,2,2026-01-13 16:09:51.074517
U0067,C100,103,4,2025-08-08 16:09:51.074534
U0067,C115,73,4,2026-02-05 16:09:51.074550
U0067,C086,41,2,2025-10-17 16:09:51.074566
U0067,C029,125,3,2025-08-06 16:09:51.074583
U0067,C025,112,3,2026-02-09 16:09:51.074599
U0067,C025,30,3,2025-09-12 16:09:51.074615
U0067,C013,47,2,2025-03-19 16:09:51.074641
U0067,C178,19,5,2025-02-19 16:09:51.074665
U0067,C094,128,2,2025-04-24 16:09:51.074683
U0067,C178,75,4,2025-07-08 16:09:51.074701
U0067,C050,115,3,2025-05-07 16:09:51.074717
U0067,C188,55,4,2026-01-17 16:09:51.074733
U0067,C083,99,1,2025-03-31 16:09:51.074751
U0067,C124,70,5,2025-09-07 16:09:51.074768
U0067,C183,78,5,2025-11-07 16:09:51.074784
U0067,C098,119,1,2025-06-22 16:09:51.074801
U0067,C060,41,4,2025-09-03 16:09:51.074818
U0067,C041,128,5,2025-09-03 16:09:51.074835
U0067,C002,167,3,2025-07-01 16:09:51.074851
U0067,C009,129,5,2025-02-27 16:09:51.074868
U0067,C005,69,3,2025-12-09 16:09:51.074885
U0067,C030,164,3,2025-09-17 16:09:51.074900
U0067,C176,171,1,2025-10-14 16:09:51.074916
U0067,C086,119,2,2025-08-18 16:09:51.074932
U0067,C071,170,2,2025-11-10 16:09:51.074949
U0067,C017,84,5,2025-10-23 16:09:51.074965
U0067,C017,55,1,2025-08-06 16:09:51.074981
U0067,C126,71,3,2025-11-29 16:09:51.074997
U0067,C047,100,4,2025-06-07 16:09:51.075014
U0067,C116,121,2,2025-04-13 16:09:51.075031
U0067,C176,170,4,2025-10-24 16:09:51.075047
U0067,C004,65,5,2025-05-16 16:09:51.075064
U0067,C049,106,1,2025-12-16 16:09:51.075080
U0067,C085,32,2,2025-10-24 16:09:51.075096
U0067,C008,128,1,2025-07-05 16:09:51.075113
U0067,C002,23,3,2025-08-27 16:09:51.075130
U0068,C141,71,5,2025-09-23 16:09:51.075148
U0068,C087,113,3,2025-04-22 16:09:51.075164
U0068,C121,147,4,2025-12-29 16:09:51.075180
U0068,C010,150,2,2025-03-14 16:09:51.075197
U0068,C148,70,5,2025-09-03 16:09:51.075215
U0068,C198,51,4,2026-01-18 16:09:51.075246
U0068,C007,151,1,2025-08-08 16:09:51.075263
U0068,C011,12,2,2025-12-10 16:09:51.075280
U0068,C124,115,3,2025-04-27 16:09:51.075299
U0068,C039,126,2,2025-07-08 16:09:51.075319
U0068,C117,135,3,2025-07-01 16:09:51.075341
U0068,C169,134,3,2025-03-01 16:09:51.075361
U0068,C031,81,2,2025-05-16 16:09:51.075379
U0068,C110,129,2,2025-02-15 16:09:51.075395
U0068,C017,36,2,2025-08-20 16:09:51.075412
U0068,C190,66,4,2025-08-12 16:09:51.075430
U0068,C155,39,5,2025-03-07 16:09:51.075447
U0068,C198,170,1,2025-07-09 16:09:51.075463
U0068,C053,167,1,2025-07-19 16:09:51.075481
U0068,C176,80,1,2025-08-31 16:09:51.075498
U0068,C033,16,5,2025-05-22 16:09:51.075514
U0068,C128,173,3,2025-08-23 16:09:51.075531
U0068,C087,149,1,2025-12-16 16:09:51.075548
U0068,C148,125,5,2025-05-17 16:09:51.075564
U0068,C140,67,3,2025-03-21 16:09:51.075581
U0068,C149,177,3,2026-01-14 16:09:51.075598
U0068,C002,72,3,2025-11-04 16:09:51.075614
U0068,C179,163,2,2025-10-31 16:09:51.075630
U0068,C096,80,5,2025-09-10 16:09:51.075649
U0068,C189,129,2,2025-09-17 16:09:51.075665
U0068,C156,136,3,2025-10-27 16:09:51.075682
U0068,C067,169,3,2025-05-11 16:09:51.075699
U0068,C189,113,5,2025-04-27 16:09:51.075715
U0068,C121,13,2,2025-09-03 16:09:51.075732
U0068,C167,111,4,2025-03-19 16:09:51.075749
U0068,C181,73,5,2025-07-11 16:09:51.075766
U0068,C089,89,2,2025-03-27 16:09:51.075783
U0068,C190,169,3,2025-12-09 16:09:51.075800
U0068,C031,155,5,2026-01-29 16:09:51.075816
U0068,C081,45,5,2025-03-07 16:09:51.075831
U0068,C031,162,5,2025-12-27 16:09:51.075848
U0068,C008,40,4,2026-01-16 16:09:51.075865
U0068,C030,18,3,2025-04-14 16:09:51.075881
U0069,C152,119,2,2025-08-19 16:09:51.075899
U0069,C124,102,3,2025-11-18 16:09:51.075915
U0069,C044,80,5,2025-07-22 16:09:51.075932
U0069,C085,11,1,2026-01-27 16:09:51.075947
U0069,C063,70,2,2025-10-10 16:09:51.075964
U0069,C164,55,1,2025-09-11 16:09:51.075980
U0069,C023,126,1,2026-01-26 16:09:51.075997
U0069,C117,135,3,2025-02-13 16:09:51.076013
U0069,C163,7,1,2025-03-11 16:09:51.076031
U0069,C189,52,2,2026-02-09 16:09:51.076047
U0069,C096,158,3,2025-05-23 16:09:51.076064
U0069,C166,75,2,2025-02-22 16:09:51.076081
U0069,C066,100,4,2025-04-06 16:09:51.076097
U0069,C019,9,1,2025-09-11 16:09:51.076114
U0069,C087,60,5,2026-01-04 16:09:51.076131
U0069,C182,11,4,2025-06-24 16:09:51.076146
U0069,C037,142,4,2025-07-28 16:09:51.076162
U0069,C110,152,4,2025-12-05 16:09:51.076178
U0069,C069,17,2,2026-01-28 16:09:51.076194
U0069,C006,37,2,2025-04-27 16:09:51.076210
U0069,C039,21,3,2026-02-06 16:09:51.076226
U0069,C073,13,2,2025-11-03 16:09:51.076242
U0069,C167,127,5,2025-06-01 16:09:51.076257
U0069,C140,168,4,2025-04-18 16:09:51.076273
U0069,C185,75,2,2025-05-05 16:09:51.076289
U0069,C014,107,1,2025-11-06 16:09:51.076307
U0069,C047,92,1,2025-05-30 16:09:51.076323
U0069,C085,178,5,2025-04-26 16:09:51.076339
U0069,C066,131,5,2025-11-07 16:09:51.076356
U0069,C057,87,3,2025-08-24 16:09:51.076372
U0069,C044,177,2,2025-07-30 16:09:51.076389
U0069,C125,83,5,2025-11-20 16:09:51.076405
U0070,C174,113,1,2025-12-05 16:09:51.076422
U0070,C141,112,1,2025-12-03 16:09:51.076439
U0070,C030,78,3,2025-02-18 16:09:51.076457
U0070,C045,180,2,2025-05-27 16:09:51.076474
U0070,C152,118,5,2025-10-17 16:09:51.076490
U0070,C048,121,5,2025-03-23 16:09:51.076508
